Timestamp (ms),X: (m/s^2),Y: (m/s^2),Z: (m/s^2)
13382368,-0,318257,9,655384,0,725051, 
13382378,-0,236898,9,645813,0,799231, 
13382387,-0,270399,9,621883,0,737016, 
13382397,-0,263220,9,641026,0,760945, 
13382406,-0,227326,9,674527,0,799231, 
13382416,-0,282363,9,710421,0,815982, 
13382426,-0,270399,9,710421,0,780088, 
13382435,-0,169896,9,703242,0,729837, 
13382444,-0,196218,9,691278,0,689158, 
13382454,-0,193826,9,605133,0,722658, 
13382463,-0,229719,9,588383,0,758552, 
13382473,-0,294328,9,629062,0,813589, 
13382482,-0,234505,9,660170,0,839911, 
13382492,-0,155539,9,638634,1,064844, 
13382502,-0,122038,9,645813,1,100738, 
13382511,-0,430723,9,724778,0,801624, 
13382519,-0,351757,9,748708,0,380472, 
13382529,-0,050251,9,765458,0,715479, 
13382538,0,004786,9,523774,0,887769, 
13382548,-0,387651,9,456773,0,629335, 
13382557,-0,454653,9,349092,0,916484, 
13382567,-0,404401,9,660170,1,050487, 
13382577,-0,373294,9,696064,0,854268, 
13382586,-0,272792,9,686492,0,815982, 
13382595,-0,291935,9,612311,0,713087, 
13382605,-0,409187,9,636241,0,720265, 
13382614,-0,471403,9,581204,0,830339, 
13382624,-0,385258,9,664956,0,813589, 
13382633,-0,282363,9,703242,0,854268, 
13382643,-0,220148,9,794173,0,765731, 
13382653,-0,215362,9,775029,0,667621, 
13382662,-0,220148,9,825280,0,705908, 
13382671,-0,354150,9,789387,0,622156, 
13382681,-0,392437,9,746315,0,464224, 
13382690,-0,313471,9,734350,0,394830, 
13382700,-0,325435,9,698457,0,492939, 
13382709,-0,366115,9,595561,0,490546, 
13382719,-0,409187,9,547704,0,543190, 
13382729,-0,244077,9,528560,0,564726, 
13382738,-0,160325,9,569240,0,708301, 
13382747,-0,078966,9,574025,0,815982, 
13382757,0,021536,9,643419,0,966735, 
13382766,-0,014357,9,710421,0,847089, 
13382776,-0,095716,9,772636,0,921270, 
13382785,-0,215362,9,839638,0,796838, 
13382795,-0,335007,9,832459,0,782481, 
13382805,-0,409187,9,844424,0,842304, 
13382814,-0,476189,9,772636,0,842304, 
13382823,-0,538404,9,652991,0,894948, 
13382833,-0,531226,9,650599,0,887769, 
13382842,-0,473796,9,614705,0,856661, 
13382852,-0,445081,9,540524,0,902126, 
13382861,-0,402009,9,602740,0,854268, 
13382871,-0,421152,9,657777,0,811196, 
13382881,-0,346972,9,619491,0,780088, 
13382890,-0,303899,9,696064,0,763338, 
13382899,-0,239291,9,679314,0,681979, 
13382909,-0,234505,9,662563,0,689158, 
13382918,-0,236898,9,710421,0,768124, 
13382928,-0,282363,9,686492,0,672407, 
13382937,-0,308685,9,722385,0,713087, 
13382947,-0,256041,9,621883,0,660443, 
13382957,-0,253648,9,631455,0,634121, 
13382966,-0,203397,9,641026,0,605406, 
13382974,-0,201004,9,631455,0,603013, 
13382984,-0,160325,9,595561,0,607799, 
13382993,-0,189040,9,681706,0,610192, 
13383003,-0,117252,9,638634,0,701122, 
13383012,-0,124431,9,743921,1,043308, 
13383022,-0,157932,9,739136,0,875804, 
13383032,-0,244077,9,736743,0,545583, 
13383041,-0,251255,9,808530,0,406794, 
13383050,-0,325435,9,834852,0,722658, 
13383060,-0,122038,9,578811,0,385258, 
13383069,-0,332614,9,703242,0,153146, 
13383079,-0,349365,9,449594,0,313471, 
13383088,-0,478582,9,504631,0,425938, 
13383098,-0,385258,9,540524,0,550369, 
13383108,-0,196218,9,617098,0,739409, 
13383117,-0,148360,9,657777,0,603013, 
13383126,-0,193826,9,626669,0,531226, 
13383136,-0,193826,9,679314,0,660443, 
13383145,-0,203397,9,731957,0,665228, 
13383155,-0,229719,9,770244,0,681979, 
13383164,-0,296721,9,755886,0,653264, 
13383174,-0,313471,9,741529,0,547976, 
13383184,-0,246470,9,748708,0,586262, 
13383193,-0,256041,9,669742,0,626942, 
13383202,-0,174682,9,636241,0,524047, 
13383212,-0,153146,9,614705,0,413973, 
13383221,-0,067001,9,643419,0,471403, 
13383231,-0,198611,9,554882,0,593441, 
13383240,-0,148360,9,617098,0,670014, 
13383250,-0,134003,9,648206,0,607799, 
13383260,-0,100502,9,657777,0,638906, 
13383269,-0,141182,9,703242,0,710694, 
13383278,-0,155539,9,698457,0,789660, 
13383288,-0,138789,9,739136,0,708301, 
13383297,-0,196218,9,753493,0,634121, 
13383307,-0,179468,9,712814,0,624549, 
13383316,-0,129217,9,736743,0,569512, 
13383326,-0,150753,9,782208,0,603013, 
13383336,-0,131610,9,703242,0,598227, 
13383345,-0,177075,9,703242,0,593441, 
13383354,-0,229719,9,700850,0,631728, 
13383364,-0,234505,9,672134,0,650871, 
13383373,-0,198611,9,681706,0,701122, 
13383383,-0,272792,9,729565,0,653264, 
13383392,-0,258434,9,822887,0,748980, 
13383402,-0,313471,9,942533,0,725051, 
13383412,-0,306292,10,023892,0,710694, 
13383421,-0,366115,10,265575,0,607799, 
13383430,-0,399616,10,488116,0,392437, 
13383440,-0,339793,10,574261,0,306292, 
13383449,-0,258434,10,559903,0,294328, 
13383459,-0,184254,10,401972,0,282363, 
13383468,-0,244077,10,248825,0,203397, 
13383478,-0,279970,9,976034,0,155539, 
13383488,-0,284756,9,729565,0,143574, 
13383497,-0,251255,9,511809,0,177075, 
13383506,-0,205790,9,294055,0,165111, 
13383516,-0,191433,9,186374,0,229719, 
13383525,-0,090931,9,066729,0,476189, 
13383535,-0,083752,8,978191,0,768124, 
13383544,-0,208183,8,793938,0,196218, 
13383554,-0,287149,8,762830,0,112467, 
13383564,-0,181861,8,667113,0,344579, 
13383573,-0,301506,8,430215,-0,337400, 
13383582,0,023929,8,415857,-0,016750, 
13383592,-0,282363,8,032992,-0,145967, 
13383601,-0,452260,7,922919,-0,263220, 
13383611,-0,583870,7,973170,-0,335007, 
13383620,-0,500118,7,946848,-0,143574, 
13383630,-0,332614,8,006671,-0,088538, 
13383640,-0,275184,8,193317,-0,397223, 
13383649,-0,279970,8,789151,-0,536011, 
13383658,-0,184254,9,619491,-0,650871, 
13383668,-0,134003,10,507259,-0,847089, 
13383677,-0,124431,11,363920,-0,643692, 
13383687,-0,100502,11,679785,-0,160325, 
13383696,-0,076573,11,703713,0,244077, 
13383706,-0,076573,11,416565,0,526440, 
13383716,-0,098109,10,940375,0,665228, 
13383725,-0,167504,10,476151,0,579084, 
13383734,-0,162718,10,138752,0,136396, 
13383744,-0,256041,9,820495,-0,033501, 
13383753,-0,399616,9,463951,-0,332614, 
13383763,-0,358936,9,291662,-0,461831, 
13383772,-0,289542,9,174410,-0,598227, 
13383782,-0,143574,9,112194,-0,552762, 
13383792,-0,196218,9,109801,-0,490546, 
13383801,-0,236898,9,195946,-0,452260, 
13383809,-0,289542,9,444808,-0,411580, 
13383819,-0,337400,9,542917,-0,256041, 
13383828,-0,418759,9,619491,-0,222540, 
13383838,-0,459438,9,722385,-0,203397, 
13383847,-0,524047,9,777423,-0,169896, 
13383857,-0,545583,9,971248,-0,145967, 
13383867,-0,607799,10,083714,-0,014357, 
13383876,-0,658050,10,189003,0,064609, 
13383885,-0,701122,10,354114,0,124431, 
13383895,-0,691550,10,538367,0,224933, 
13383904,-0,691550,10,574261,0,313471, 
13383914,-0,662836,10,519224,0,373294, 
13383923,-0,622156,10,459401,0,323043, 
13383933,-0,614977,10,361292,0,342186, 
13383943,-0,576691,10,253612,0,461831, 
13383952,-0,605406,10,234468,0,452260, 
13383961,-0,564726,10,236861,0,136396, 
13383971,-0,547976,10,248825,-0,272792, 
13383980,-0,612584,10,191396,-0,717872, 
13383990,-0,646085,9,770244,-0,990664, 
13383999,-0,581477,9,516596,-0,504904, 
13384009,-0,591048,9,686492,-0,392437, 
13384019,-0,583870,9,349092,-1,079202, 
13384028,-0,291935,9,004513,-0,394830, 
13384037,-0,062216,9,322770,0,236898, 
13384047,-0,138789,9,624276,0,031108, 
13384056,-0,318257,9,497452,-0,804017, 
13384066,-0,227326,9,191160,-1,072023, 
13384075,-0,165111,9,545310,0,177075, 
13384085,-0,356543,9,741529,-0,990664, 
13384095,-0,220148,9,581204,-0,313471, 
13384104,-0,378079,9,291662,0,122038, 
13384113,-0,392437,10,165073,0,495332, 
13384123,-0,512082,10,133965,-0,411580, 
13384132,-0,308685,9,571632,-0,562333, 
13384142,-0,162718,9,715207,-0,028715, 
13384151,-0,392437,9,956890,0,050251, 
13384161,-0,299114,9,473523,-0,418759, 
13384171,-0,045465,9,624276,0,265613, 
13384180,-0,153146,9,820495,0,165111, 
13384189,-0,011965,9,554882,-0,277577, 
13384199,-0,177075,10,007142,0,392437, 
13384208,-0,136396,9,734350,-0,189040, 
13384218,-0,253648,9,674527,-0,059823, 
13384227,-0,306292,9,619491,0,028715, 
13384237,-0,277577,9,495059,0,076573, 
13384247,-0,215362,9,576418,0,294328, 
13384256,-0,382865,9,664956,0,356543, 
13384265,-0,366115,9,700850,0,344579, 
13384275,-0,394830,9,856388,0,124431, 
13384284,-0,411580,9,844424,0,114860, 
13384294,-0,387651,9,746315,0,162718, 
13384303,-0,354150,9,641026,0,313471, 
13384313,-0,303899,9,645813,0,406794, 
13384323,-0,301506,9,660170,0,363722, 
13384332,-0,268006,9,686492,0,373294, 
13384341,-0,239291,9,708028,-0,026322, 
13384351,-0,263220,9,459166,-0,057430, 
13384360,-0,402009,10,174645,0,583870, 
13384370,-0,346972,9,641026,-0,035894, 
13384379,-0,433116,10,088501,0,897341, 
13384389,-0,279970,9,559668,-0,002393, 
13384399,-0,351757,9,904246,0,629335, 
13384408,-0,102895,9,284483,0,067001, 
13384416,-0,263220,9,674527,0,622156, 
13384426,-0,112467,9,224661,0,102895, 
13384435,-0,299114,9,743921,0,236898, 
13384445,-0,114860,9,509417,0,394830, 
13384454,-0,246470,9,775029,-0,043072, 
13384464,-0,052644,9,858782,0,545583, 
13384474,-0,126824,9,440022,-0,040679, 
13384483,-0,224933,9,877925,0,653264, 
13384492,0,011965,9,349092,-0,045465, 
13384502,-0,098109,9,820495,-0,038287, 
13384511,0,064609,9,686492,0,459438, 
13384521,-0,064609,9,413700,-0,059823, 
13384530,-0,136396,9,832459,0,246470, 
13384540,0,064609,9,736743,0,842304, 
13384550,0,038287,9,404129,0,258434, 
13384559,-0,222540,9,751101,-0,050251, 
13384568,-0,394830,9,842031,-0,246470, 
13384578,-0,110074,9,708028,-0,002393, 
13384587,-0,083752,9,351485,0,447474, 
13384597,-0,172289,9,207911,0,129217, 
13384606,-0,349365,9,389771,-0,064609, 
13384616,-0,287149,9,672134,0,105288, 
13384626,-0,177075,9,700850,0,105288, 
13384635,-0,131610,9,712814,0,717872, 
13384644,-0,074180,9,755886,0,794446, 
13384654,-0,229719,9,696064,0,406794, 
13384663,-0,299114,9,552489,0,337400, 
13384673,-0,236898,9,621883,0,313471, 
13384682,-0,138789,9,856388,0,198611, 
13384692,-0,095716,9,892282,0,263220, 
13384702,-0,129217,9,889889,0,287149, 
13384711,-0,105288,9,753493,0,294328, 
13384720,-0,050251,9,564454,0,179468, 
13384730,-0,023929,9,490273,0,251255, 
13384739,0,023929,9,425665,0,191433, 
13384749,0,098109,9,495059,0,306292, 
13384758,-0,021536,9,535739,0,471403, 
13384768,-0,102895,9,490273,0,595834, 
13384778,-0,031108,9,708028,0,559941, 
13384787,-0,062216,9,779816,0,581477, 
13384796,-0,064609,9,789387,0,598227, 
13384806,-0,102895,9,782208,0,686765, 
13384815,-0,124431,9,775029,0,516868, 
13384825,-0,143574,9,810924,0,409187, 
13384834,-0,143574,9,734350,0,466617, 
13384844,-0,153146,9,686492,0,406794, 
13384854,-0,174682,9,700850,0,435509, 
13384863,-0,090931,9,696064,0,466617, 
13384872,-0,093323,9,691278,0,440295, 
13384882,-0,138789,9,686492,0,356543, 
13384891,-0,145967,9,698457,0,356543, 
13384901,-0,155539,9,719993,0,320650, 
13384910,-0,184254,9,763065,0,311078, 
13384920,-0,134003,9,715207,0,313471, 
13384930,-0,138789,9,722385,0,270399, 
13384939,-0,145967,9,679314,0,253648, 
13384948,-0,119645,9,648206,0,217755, 
13384958,-0,112467,9,595561,0,236898, 
13384967,-0,074180,9,633848,0,241684, 
13384977,-0,095716,9,657777,0,191433, 
13384986,-0,074180,9,626669,0,193826, 
13384996,-0,129217,9,669742,0,198611, 
13385006,-0,157932,9,674527,0,239291, 
13385015,-0,172289,9,667349,0,260827, 
13385024,-0,203397,9,657777,0,282363, 
13385034,-0,179468,9,650599,0,370901, 
13385043,-0,153146,9,609919,0,425938, 
13385053,-0,090931,9,600348,0,562333, 
13385062,-0,229719,9,588383,0,332614, 
13385072,-0,241684,9,614705,-0,124431, 
13385082,0,047858,9,562060,0,239291, 
13385091,0,023929,9,284483,0,126824, 
13385100,-0,143574,9,236626,0,303899, 
13385110,-0,184254,9,217482,0,521654, 
13385119,-0,088538,9,528560,0,813589, 
13385129,-0,114860,9,846817,0,617370, 
13385138,-0,155539,10,102858,0,497725, 
13385148,-0,256041,10,093287,0,291935, 
13385158,-0,351757,9,983212,0,368508, 
13385167,-0,471403,9,698457,0,442688, 
13385176,-0,387651,9,483095,0,559941, 
13385186,-0,244077,9,341913,0,677193, 
13385195,-0,256041,9,306020,0,624549, 
13385205,-0,251255,9,485488,0,502511, 
13385214,-0,189040,9,590775,0,497725, 
13385224,-0,162718,9,676920,0,425938, 
13385234,-0,083752,9,669742,0,356543, 
13385243,0,078966,9,662563,0,198611, 
13385251,0,186647,9,607526,0,074180, 
13385261,0,057430,9,530953,0,071787, 
13385270,-0,040679,9,418487,0,028715, 
13385280,0,052644,9,248590,0,059823, 
13385289,0,045465,9,083479,0,138789, 
13385299,-0,057430,9,011692,0,023929, 
13385309,-0,100502,9,035621,-0,191433, 
13385318,-0,081359,8,954262,-0,287149, 
13385327,-0,165111,8,784366,-0,224933, 
13385337,-0,227326,8,523539,-0,212969, 
13385346,-0,308685,8,423037,-0,354150, 
13385356,-0,332614,8,583362,-0,559941, 
13385365,-0,488153,8,968619,-0,818375, 
13385375,-0,557548,9,322770,-0,978699, 
13385385,-0,598227,9,569240,-1,083987, 
13385394,-0,631728,9,633848,-1,060058, 
13385403,-0,693943,9,523774,-1,088773, 
13385413,-0,643692,9,473523,-1,150989, 
13385422,-0,698729,9,449594,-1,112702, 
13385432,-0,638906,9,396950,-1,057665, 
13385441,-0,696336,9,530953,-1,103131, 
13385451,-0,631728,9,717600,-1,146203, 
13385461,-0,691550,9,928176,-1,194061, 
13385470,-0,619763,10,047821,-1,296956, 
13385479,-0,569512,10,090894,-1,371136, 
13385489,-0,519261,10,074143,-1,277813, 
13385498,-0,480975,10,026285,-1,241919, 
13385508,-0,435509,10,095679,-1,371136, 
13385517,-0,485760,10,043036,-1,454888, 
13385527,-0,411580,9,868353,-1,478817, 
13385537,-0,428331,9,681706,-1,363958, 
13385546,-0,284756,9,375414,-1,148596, 
13385555,-0,246470,9,203125,-0,954770, 
13385565,-0,425938,8,913583,-1,493175, 
13385574,-0,524047,8,571397,-2,246941, 
13385584,-0,224933,8,525931,-2,086616, 
13385593,-0,224933,7,965991,-2,732701, 
13385603,0,090931,8,147852,-2,452731, 
13385613,-0,337400,7,858310,-2,232583, 
13385622,0,033501,7,312727,-2,400087, 
13385631,-0,114860,6,709714,-2,270870, 
13385641,-0,031108,6,259848,-2,309156, 
13385650,-0,002393,5,872197,-1,986114, 
13385660,0,078966,5,269184,-1,689393, 
13385669,0,095716,4,647027,-1,407030, 
13385679,0,074180,4,335949,-1,275420, 
13385689,-0,016750,3,967442,-1,206026, 
13385698,-0,155539,3,728151,-1,495568, 
13385707,-0,346972,3,476896,-1,842539, 
13385717,-0,576691,3,172996,-2,383337, 
13385726,-0,631728,2,854739,-2,342657, 
13385736,-0,423545,2,991135,-2,299585, 
13385745,-0,258434,2,900205,-2,498196, 
13385755,0,162718,3,122745,-2,617841, 
13385765,0,418759,3,555861,-2,361800, 
13385774,0,425938,4,166053,-2,883454, 
13385783,0,373294,4,505846,-2,962420, 
13385793,0,425938,5,848268,-3,732937, 
13385802,0,478582,6,290956,-3,874118, 
13385812,0,538404,7,480231,-4,134945, 
13385821,0,488153,9,028442,-4,316806, 
13385831,0,272792,10,722621,-4,297663, 
13385841,0,193826,12,026756,-4,477131, 
13385850,0,057430,13,979369,-4,714029, 
13385859,-0,040679,15,372042,-4,448416, 
13385869,-0,363722,16,264597,-4,127767, 
13385878,-0,461831,17,982704,-4,113409, 
13385888,-0,631728,19,128908,-4,122981, 
13385897,-1,237134,19,743885,-4,438845, 
13385907,-1,215597,20,772835,-5,027500, 
13385917,-0,933234,21,629496,-5,640084, 
13385926,-0,593441,22,261225,-6,274205, 
13385935,-0,705908,25,072891,-7,406051, 
13385945,-0,583870,28,343996,-8,566611, 
13385954,0,000000,30,246359,-7,709950, 
13385964,0,354150,33,483963,-8,016242, 
13385973,0,368508,36,056339,-7,774559, 
13385983,0,997843,38,341568,-9,471130, 
13385993,1,938256,39,992672,-9,763065, 
13386002,1,593677,40,097961,-8,743686, 
13386011,0,593441,39,205406,-7,059079, 
13386021,-0,382865,37,417904,-5,163896, 
13386030,-1,265848,35,364788,-3,890869, 
13386040,-1,273027,33,110668,-3,847796, 
13386049,-1,265848,30,205679,-4,142124, 
13386059,-0,748980,25,462934,-3,993764, 
13386069,-0,868626,18,844151,-4,498667, 
13386078,-0,435509,10,277540,-4,474738, 
13386086,-1,136631,2,318728,-2,893026, 
13386096,-1,036129,-4,371843,-3,218461, 
13386105,-0,433116,-8,724543,-1,789895, 
13386115,-0,768124,-10,449830,0,811196, 
13386124,-0,492939,-11,433315,-0,105288, 
13386134,-1,500353,-10,796802,-1,026558, 
13386144,-1,000236,-7,487410,-2,488624, 
13386153,-0,117252,0,330221,-4,288091, 
13386162,-1,749216,4,010514,-5,551547, 
13386172,0,610192,3,438609,-4,563276, 
13386181,0,373294,1,019379,-4,163660, 
13386191,0,760945,-1,684607,-1,792288, 
13386200,1,679821,-3,814296,-0,299114, 
13386210,1,921505,-3,685078,0,320650, 
13386220,1,174918,-2,077044,0,634121, 
13386229,0,660443,0,040679,0,890162, 
13386238,0,291935,1,060058,0,938020, 
13386248,0,086145,1,385494,1,258670, 
13386257,-0,342186,0,636514,1,241919, 
13386267,-0,801624,0,296721,1,373529, 
13386276,-0,500118,0,081359,1,880826, 
13386286,-0,516868,0,662836,0,969128, 
13386296,0,016750,-0,794446,0,507297, 
13386305,-0,047858,-0,241684,0,083752, 
13386314,-0,129217,0,090931,-0,124431, 
13386324,0,131610,1,363958,-0,086145, 
13386333,0,009572,0,222540,0,090931, 
13386343,0,126824,-0,576691,0,102895, 
13386352,0,009572,-1,012200,0,086145, 
13386362,0,047858,-1,273027,0,038287, 
13386372,0,148360,-0,957163,-0,038287, 
13386381,0,098109,-0,691550,-0,081359, 
13386390,0,055037,-0,495332,0,074180, 
13386400,0,028715,-0,045465,-0,028715, 
13386409,0,184254,-0,402009,-0,129217, 
13386419,0,016750,-0,040679,-0,842304, 
13386428,0,277577,0,007179,-1,251491, 
13386438,0,344579,-0,763338,-0,612584, 
13386448,0,423545,-1,105524,-0,524047, 
13386457,0,681979,-0,794446,-0,725051, 
13386466,0,753766,-1,189275,-0,959556, 
13386476,0,614977,0,272792,0,148360, 
13386485,0,524047,-0,576691,0,705908, 
13386495,0,351757,0,038287,0,677193, 
13386504,0,624549,0,016750,0,559941, 
13386514,0,469010,0,370901,0,086145, 
13386524,0,550369,0,313471,0,433116, 
13386533,0,583870,-0,177075,0,382865, 
13386542,0,354150,-0,624549,0,014357, 
13386552,0,239291,-0,957163,-0,067001, 
13386561,0,181861,-1,308921,-0,402009, 
13386571,0,244077,-1,572141,-0,911698, 
13386580,0,236898,-2,112938,-1,619999, 
13386590,0,215362,-2,699200,-2,313942, 
13386600,0,153146,-2,945670,-2,483839, 
13386609,0,227326,-2,940884,-1,923898, 
13386618,-0,141182,-2,708772,-0,949984, 
13386628,-0,167504,-0,392437,0,358936, 
13386637,-0,227326,3,400322,-3,627649, 
